"id","Admit","Gender","Dept"
"998","Admitted","Male","D"
"999","Admitted","Male","D"
"1000","Admitted","Male","D"
"1001","Admitted","Male","D"
"1002","Admitted","Male","D"
"1003","Admitted","Male","D"
"1004","Admitted","Male","D"
"1005","Admitted","Male","D"
"1006","Admitted","Male","D"
"1007","Admitted","Male","D"
"1008","Admitted","Male","D"
"1009","Admitted","Male","D"
"1010","Admitted","Male","D"
"1011","Admitted","Male","D"
"1012","Admitted","Male","D"
"1013","Admitted","Male","D"
"1014","Admitted","Male","D"
"1015","Admitted","Male","D"
"1016","Admitted","Male","D"
"1017","Admitted","Male","D"
"1018","Admitted","Male","D"
"1019","Admitted","Male","D"
"1020","Admitted","Male","D"
"1021","Admitted","Male","D"
"1022","Admitted","Male","D"
"1023","Admitted","Male","D"
"1024","Admitted","Male","D"
"1025","Admitted","Male","D"
"1026","Admitted","Male","D"
"1027","Admitted","Male","D"
"1028","Admitted","Male","D"
"1029","Admitted","Male","D"
"1030","Admitted","Male","D"
"1031","Admitted","Male","D"
"1032","Admitted","Male","D"
"1033","Admitted","Male","D"
"1034","Admitted","Male","D"
"1035","Admitted","Male","D"
"1036","Admitted","Male","D"
"1037","Admitted","Male","D"
"1038","Admitted","Male","D"
"1039","Admitted","Male","D"
"1040","Admitted","Male","D"
"1041","Admitted","Male","D"
"1042","Admitted","Male","D"
"1043","Admitted","Male","D"
"1044","Admitted","Male","D"
"1045","Admitted","Male","D"
"1046","Admitted","Male","D"
"1047","Admitted","Male","D"
"1048","Admitted","Male","D"
"1049","Admitted","Male","D"
"1050","Admitted","Male","D"
"1051","Admitted","Male","D"
"1052","Admitted","Male","D"
"1053","Admitted","Male","D"
"1054","Admitted","Male","D"
"1055","Admitted","Male","D"
"1056","Admitted","Male","D"
"1057","Admitted","Male","D"
"1058","Admitted","Male","D"
"1059","Admitted","Male","D"
"1060","Admitted","Male","D"
"1061","Admitted","Male","D"
"1062","Admitted","Male","D"
"1063","Admitted","Male","D"
"1064","Admitted","Male","D"
"1065","Admitted","Male","D"
"1066","Admitted","Male","D"
"1067","Admitted","Male","D"
"1068","Admitted","Male","D"
"1069","Admitted","Male","D"
"1070","Admitted","Male","D"
"1071","Admitted","Male","D"
"1072","Admitted","Male","D"
"1073","Admitted","Male","D"
"1074","Admitted","Male","D"
"1075","Admitted","Male","D"
"1076","Admitted","Male","D"
"1077","Admitted","Male","D"
"1078","Admitted","Male","D"
"1079","Admitted","Male","D"
"1080","Admitted","Male","D"
"1081","Admitted","Male","D"
"1082","Admitted","Male","D"
"1083","Admitted","Male","D"
"1084","Admitted","Male","D"
"1085","Admitted","Male","D"
"1086","Admitted","Male","D"
"1087","Admitted","Male","D"
"1088","Admitted","Male","D"
"1089","Admitted","Male","D"
"1090","Admitted","Male","D"
"1091","Admitted","Male","D"
"1092","Admitted","Male","D"
"1093","Admitted","Male","D"
"1094","Admitted","Male","D"
"1095","Admitted","Male","D"
"1096","Admitted","Male","D"
"1097","Admitted","Male","D"
"1098","Admitted","Male","D"
"1099","Admitted","Male","D"
"1100","Admitted","Male","D"
"1101","Admitted","Male","D"
"1102","Admitted","Male","D"
"1103","Admitted","Male","D"
"1104","Admitted","Male","D"
"1105","Admitted","Male","D"
"1106","Admitted","Male","D"
"1107","Admitted","Male","D"
"1108","Admitted","Male","D"
"1109","Admitted","Male","D"
"1110","Admitted","Male","D"
"1111","Admitted","Male","D"
"1112","Admitted","Male","D"
"1113","Admitted","Male","D"
"1114","Admitted","Male","D"
"1115","Admitted","Male","D"
"1116","Admitted","Male","D"
"1117","Admitted","Male","D"
"1118","Admitted","Male","D"
"1119","Admitted","Male","D"
"1120","Admitted","Male","D"
"1121","Admitted","Male","D"
"1122","Admitted","Male","D"
"1123","Admitted","Male","D"
"1124","Admitted","Male","E"
"1125","Admitted","Male","E"
"1126","Admitted","Male","E"
"1127","Admitted","Male","E"
"1128","Admitted","Male","E"
"1129","Admitted","Male","E"
"1130","Admitted","Male","E"
"1131","Admitted","Male","E"
"1132","Admitted","Male","E"
"1133","Admitted","Male","E"
"1134","Admitted","Male","E"
"1135","Admitted","Male","E"
"1136","Admitted","Male","E"
"1137","Admitted","Male","E"
"1138","Admitted","Male","E"
"1139","Admitted","Male","E"
"1140","Admitted","Male","E"
"1141","Admitted","Male","E"
"1142","Admitted","Male","E"
"1143","Admitted","Male","E"
"1144","Admitted","Male","E"
"1145","Admitted","Male","E"
"1146","Admitted","Male","E"
"1147","Admitted","Male","E"
"1148","Admitted","Male","E"
"1149","Admitted","Male","E"
"1150","Admitted","Male","E"
"1151","Admitted","Male","E"
"1152","Admitted","Male","E"
"1153","Admitted","Male","E"
"1154","Admitted","Male","E"
"1155","Admitted","Male","E"
"1156","Admitted","Male","E"
"1157","Admitted","Male","E"
"1158","Admitted","Male","E"
"1159","Admitted","Male","E"
"1160","Admitted","Male","E"
"1161","Admitted","Male","E"
"1162","Admitted","Male","E"
"1163","Admitted","Male","E"
"1164","Admitted","Male","E"
"1165","Admitted","Male","E"
"1166","Admitted","Male","E"
"1167","Admitted","Male","E"
"1168","Admitted","Male","E"
"1169","Admitted","Male","E"
"1170","Admitted","Male","E"
"1171","Admitted","Male","E"
"1172","Admitted","Male","E"
"1173","Admitted","Male","E"
"1174","Admitted","Male","E"
"1175","Admitted","Male","E"
"1176","Admitted","Male","E"
"1177","Admitted","Male","F"
"1178","Admitted","Male","F"
"1179","Admitted","Male","F"
"1180","Admitted","Male","F"
"1181","Admitted","Male","F"
"1182","Admitted","Male","F"
"1183","Admitted","Male","F"
"1184","Admitted","Male","F"
"1185","Admitted","Male","F"
"1186","Admitted","Male","F"
"1187","Admitted","Male","F"
"1188","Admitted","Male","F"
"1189","Admitted","Male","F"
"1190","Admitted","Male","F"
"1191","Admitted","Male","F"
"1192","Admitted","Male","F"
"1193","Admitted","Male","F"
"1194","Admitted","Male","F"
"1195","Admitted","Male","F"
"1196","Admitted","Male","F"
"1197","Admitted","Male","F"
"1198","Admitted","Male","F"
"1199","Admitted","Female","A"
"1200","Admitted","Female","A"
"1201","Admitted","Female","A"
"1202","Admitted","Female","A"
"1203","Admitted","Female","A"
"1204","Admitted","Female","A"
"1205","Admitted","Female","A"
"1206","Admitted","Female","A"
"1207","Admitted","Female","A"
"1208","Admitted","Female","A"
"1209","Admitted","Female","A"
"1210","Admitted","Female","A"
"1211","Admitted","Female","A"
"1212","Admitted","Female","A"
"1213","Admitted","Female","A"
"1214","Admitted","Female","A"
"1215","Admitted","Female","A"
"1216","Admitted","Female","A"
"1217","Admitted","Female","A"
"1218","Admitted","Female","A"
"1219","Admitted","Female","A"
"1220","Admitted","Female","A"
"1221","Admitted","Female","A"
"1222","Admitted","Female","A"
"1223","Admitted","Female","A"
"1224","Admitted","Female","A"
"1225","Admitted","Female","A"
"1226","Admitted","Female","A"
"1227","Admitted","Female","A"
"1228","Admitted","Female","A"
"1229","Admitted","Female","A"
"1230","Admitted","Female","A"
"1231","Admitted","Female","A"
"1232","Admitted","Female","A"
"1233","Admitted","Female","A"
"1234","Admitted","Female","A"
"1235","Admitted","Female","A"
"1236","Admitted","Female","A"
"1237","Admitted","Female","A"
"1238","Admitted","Female","A"
"1239","Admitted","Female","A"
"1240","Admitted","Female","A"
"1241","Admitted","Female","A"
"1242","Admitted","Female","A"
"1243","Admitted","Female","A"
"1244","Admitted","Female","A"
"1245","Admitted","Female","A"
"1246","Admitted","Female","A"
"1247","Admitted","Female","A"
"1248","Admitted","Female","A"
"1249","Admitted","Female","A"
"1250","Admitted","Female","A"
"1251","Admitted","Female","A"
"1252","Admitted","Female","A"
"1253","Admitted","Female","A"
"1254","Admitted","Female","A"
"1255","Admitted","Female","A"
"1256","Admitted","Female","A"
"1257","Admitted","Female","A"
"1258","Admitted","Female","A"
"1259","Admitted","Female","A"
"1260","Admitted","Female","A"
"1261","Admitted","Female","A"
"1262","Admitted","Female","A"
"1263","Admitted","Female","A"
"1264","Admitted","Female","A"
"1265","Admitted","Female","A"
"1266","Admitted","Female","A"
"1267","Admitted","Female","A"
"1268","Admitted","Female","A"
"1269","Admitted","Female","A"
"1270","Admitted","Female","A"
"1271","Admitted","Female","A"
"1272","Admitted","Female","A"
"1273","Admitted","Female","A"
"1274","Admitted","Female","A"
"1275","Admitted","Female","A"
"1276","Admitted","Female","A"
"1277","Admitted","Female","A"
"1278","Admitted","Female","A"
"1279","Admitted","Female","A"
"1280","Admitted","Female","A"
"1281","Admitted","Female","A"
"1282","Admitted","Female","A"
"1283","Admitted","Female","A"
"1284","Admitted","Female","A"
"1285","Admitted","Female","A"
"1286","Admitted","Female","A"
"1287","Admitted","Female","A"
"1288","Admitted","Female","B"
"1289","Admitted","Female","B"
"1290","Admitted","Female","B"
"1291","Admitted","Female","B"
"1292","Admitted","Female","B"
"1293","Admitted","Female","B"
"1294","Admitted","Female","B"
"1295","Admitted","Female","B"
"1296","Admitted","Female","B"
"1297","Admitted","Female","B"
"1298","Admitted","Female","B"
"1299","Admitted","Female","B"
"1300","Admitted","Female","B"
"1301","Admitted","Female","B"
"1302","Admitted","Female","B"
"1303","Admitted","Female","B"
"1304","Admitted","Female","B"
"1305","Admitted","Female","C"
"1306","Admitted","Female","C"
"1307","Admitted","Female","C"
"1308","Admitted","Female","C"
"1309","Admitted","Female","C"
"1310","Admitted","Female","C"
"1311","Admitted","Female","C"
"1312","Admitted","Female","C"
"1313","Admitted","Female","C"
"1314","Admitted","Female","C"
"1315","Admitted","Female","C"
"1316","Admitted","Female","C"
"1317","Admitted","Female","C"
"1318","Admitted","Female","C"
"1319","Admitted","Female","C"
"1320","Admitted","Female","C"
"1321","Admitted","Female","C"
"1322","Admitted","Female","C"
"1323","Admitted","Female","C"
"1324","Admitted","Female","C"
"1325","Admitted","Female","C"
"1326","Admitted","Female","C"
"1327","Admitted","Female","C"
"1328","Admitted","Female","C"
"1329","Admitted","Female","C"
"1330","Admitted","Female","C"
"1331","Admitted","Female","C"
"1332","Admitted","Female","C"
"1333","Admitted","Female","C"
"1334","Admitted","Female","C"
"1335","Admitted","Female","C"
"1336","Admitted","Female","C"
"1337","Admitted","Female","C"
"1338","Admitted","Female","C"
"1339","Admitted","Female","C"
"1340","Admitted","Female","C"
"1341","Admitted","Female","C"
"1342","Admitted","Female","C"
"1343","Admitted","Female","C"
"1344","Admitted","Female","C"
"1345","Admitted","Female","C"
"1346","Admitted","Female","C"
"1347","Admitted","Female","C"
"1348","Admitted","Female","C"
"1349","Admitted","Female","C"
"1350","Admitted","Female","C"
"1351","Admitted","Female","C"
"1352","Admitted","Female","C"
"1353","Admitted","Female","C"
"1354","Admitted","Female","C"
"1355","Admitted","Female","C"
"1356","Admitted","Female","C"
"1357","Admitted","Female","C"
"1358","Admitted","Female","C"
"1359","Admitted","Female","C"
"1360","Admitted","Female","C"
"1361","Admitted","Female","C"
"1362","Admitted","Female","C"
"1363","Admitted","Female","C"
"1364","Admitted","Female","C"
"1365","Admitted","Female","C"
"1366","Admitted","Female","C"
"1367","Admitted","Female","C"
"1368","Admitted","Female","C"
"1369","Admitted","Female","C"
"1370","Admitted","Female","C"
"1371","Admitted","Female","C"
"1372","Admitted","Female","C"
"1373","Admitted","Female","C"
"1374","Admitted","Female","C"
"1375","Admitted","Female","C"
"1376","Admitted","Female","C"
"1377","Admitted","Female","C"
"1378","Admitted","Female","C"
"1379","Admitted","Female","C"
"1380","Admitted","Female","C"
"1381","Admitted","Female","C"
"1382","Admitted","Female","C"
"1383","Admitted","Female","C"
"1384","Admitted","Female","C"
"1385","Admitted","Female","C"
"1386","Admitted","Female","C"
"1387","Admitted","Female","C"
"1388","Admitted","Female","C"
"1389","Admitted","Female","C"
"1390","Admitted","Female","C"
"1391","Admitted","Female","C"
"1392","Admitted","Female","C"
"1393","Admitted","Female","C"
"1394","Admitted","Female","C"
"1395","Admitted","Female","C"
"1396","Admitted","Female","C"
"1397","Admitted","Female","C"
"1398","Admitted","Female","C"
"1399","Admitted","Female","C"
"1400","Admitted","Female","C"
"1401","Admitted","Female","C"
"1402","Admitted","Female","C"
"1403","Admitted","Female","C"
"1404","Admitted","Female","C"
"1405","Admitted","Female","C"
"1406","Admitted","Female","C"
"1407","Admitted","Female","C"
"1408","Admitted","Female","C"
"1409","Admitted","Female","C"
"1410","Admitted","Female","C"
"1411","Admitted","Female","C"
"1412","Admitted","Female","C"
"1413","Admitted","Female","C"
"1414","Admitted","Female","C"
"1415","Admitted","Female","C"
"1416","Admitted","Female","C"
"1417","Admitted","Female","C"
"1418","Admitted","Female","C"
"1419","Admitted","Female","C"
"1420","Admitted","Female","C"
"1421","Admitted","Female","C"
"1422","Admitted","Female","C"
"1423","Admitted","Female","C"
"1424","Admitted","Female","C"
"1425","Admitted","Female","C"
"1426","Admitted","Female","C"
"1427","Admitted","Female","C"
"1428","Admitted","Female","C"
"1429","Admitted","Female","C"
"1430","Admitted","Female","C"
"1431","Admitted","Female","C"
"1432","Admitted","Female","C"
"1433","Admitted","Female","C"
"1434","Admitted","Female","C"
"1435","Admitted","Female","C"
"1436","Admitted","Female","C"
"1437","Admitted","Female","C"
"1438","Admitted","Female","C"
"1439","Admitted","Female","C"
"1440","Admitted","Female","C"
"1441","Admitted","Female","C"
"1442","Admitted","Female","C"
"1443","Admitted","Female","C"
"1444","Admitted","Female","C"
"1445","Admitted","Female","C"
"1446","Admitted","Female","C"
"1447","Admitted","Female","C"
"1448","Admitted","Female","C"
"1449","Admitted","Female","C"
"1450","Admitted","Female","C"
"1451","Admitted","Female","C"
"1452","Admitted","Female","C"
"1453","Admitted","Female","C"
"1454","Admitted","Female","C"
"1455","Admitted","Female","C"
"1456","Admitted","Female","C"
"1457","Admitted","Female","C"
"1458","Admitted","Female","C"
"1459","Admitted","Female","C"
"1460","Admitted","Female","C"
"1461","Admitted","Female","C"
"1462","Admitted","Female","C"
"1463","Admitted","Female","C"
"1464","Admitted","Female","C"
"1465","Admitted","Female","C"
"1466","Admitted","Female","C"
"1467","Admitted","Female","C"
"1468","Admitted","Female","C"
"1469","Admitted","Female","C"
"1470","Admitted","Female","C"
"1471","Admitted","Female","C"
"1472","Admitted","Female","C"
"1473","Admitted","Female","C"
"1474","Admitted","Female","C"
"1475","Admitted","Female","C"
"1476","Admitted","Female","C"
"1477","Admitted","Female","C"
"1478","Admitted","Female","C"
"1479","Admitted","Female","C"
"1480","Admitted","Female","C"
"1481","Admitted","Female","C"
"1482","Admitted","Female","C"
"1483","Admitted","Female","C"
"1484","Admitted","Female","C"
"1485","Admitted","Female","C"
"1486","Admitted","Female","C"
"1487","Admitted","Female","C"
"1488","Admitted","Female","C"
"1489","Admitted","Female","C"
"1490","Admitted","Female","C"
"1491","Admitted","Female","C"
"1492","Admitted","Female","C"
"1493","Admitted","Female","C"
"1494","Admitted","Female","C"
"1495","Admitted","Female","C"
"1496","Admitted","Female","C"
"1497","Admitted","Female","C"
"1498","Admitted","Female","C"
"1499","Admitted","Female","C"
"1500","Admitted","Female","C"
"1501","Admitted","Female","C"
"1502","Admitted","Female","C"
"1503","Admitted","Female","C"
"1504","Admitted","Female","C"
"1505","Admitted","Female","C"
"1506","Admitted","Female","C"
"1507","Admitted","Female","D"
"1508","Admitted","Female","D"
"1509","Admitted","Female","D"
"1510","Admitted","Female","D"
"1511","Admitted","Female","D"
"1512","Admitted","Female","D"
"1513","Admitted","Female","D"
"1514","Admitted","Female","D"
"1515","Admitted","Female","D"
"1516","Admitted","Female","D"
"1517","Admitted","Female","D"
"1518","Admitted","Female","D"
"1519","Admitted","Female","D"
"1520","Admitted","Female","D"
"1521","Admitted","Female","D"
"1522","Admitted","Female","D"
"1523","Admitted","Female","D"
"1524","Admitted","Female","D"
"1525","Admitted","Female","D"
"1526","Admitted","Female","D"
"1527","Admitted","Female","D"
"1528","Admitted","Female","D"
"1529","Admitted","Female","D"
"1530","Admitted","Female","D"
"1531","Admitted","Female","D"
"1532","Admitted","Female","D"
"1533","Admitted","Female","D"
"1534","Admitted","Female","D"
"1535","Admitted","Female","D"
"1536","Admitted","Female","D"
"1537","Admitted","Female","D"
"1538","Admitted","Female","D"
"1539","Admitted","Female","D"
"1540","Admitted","Female","D"
"1541","Admitted","Female","D"
"1542","Admitted","Female","D"
"1543","Admitted","Female","D"
"1544","Admitted","Female","D"
"1545","Admitted","Female","D"
"1546","Admitted","Female","D"
"1547","Admitted","Female","D"
"1548","Admitted","Female","D"
"1549","Admitted","Female","D"
"1550","Admitted","Female","D"
"1551","Admitted","Female","D"
"1552","Admitted","Female","D"
"1553","Admitted","Female","D"
"1554","Admitted","Female","D"
"1555","Admitted","Female","D"
"1556","Admitted","Female","D"
"1557","Admitted","Female","D"
"1558","Admitted","Female","D"
"1559","Admitted","Female","D"
"1560","Admitted","Female","D"
"1561","Admitted","Female","D"
"1562","Admitted","Female","D"
"1563","Admitted","Female","D"
"1564","Admitted","Female","D"
"1565","Admitted","Female","D"
"1566","Admitted","Female","D"
"1567","Admitted","Female","D"
"1568","Admitted","Female","D"
"1569","Admitted","Female","D"
"1570","Admitted","Female","D"
"1571","Admitted","Female","D"
"1572","Admitted","Female","D"
"1573","Admitted","Female","D"
"1574","Admitted","Female","D"
"1575","Admitted","Female","D"
"1576","Admitted","Female","D"
"1577","Admitted","Female","D"
"1578","Admitted","Female","D"
"1579","Admitted","Female","D"
"1580","Admitted","Female","D"
"1581","Admitted","Female","D"
"1582","Admitted","Female","D"
"1583","Admitted","Female","D"
"1584","Admitted","Female","D"
"1585","Admitted","Female","D"
"1586","Admitted","Female","D"
"1587","Admitted","Female","D"
"1588","Admitted","Female","D"
"1589","Admitted","Female","D"
"1590","Admitted","Female","D"
"1591","Admitted","Female","D"
"1592","Admitted","Female","D"
"1593","Admitted","Female","D"
"1594","Admitted","Female","D"
"1595","Admitted","Female","D"
"1596","Admitted","Female","D"
"1597","Admitted","Female","D"
"1598","Admitted","Female","D"
"1599","Admitted","Female","D"
"1600","Admitted","Female","D"
"1601","Admitted","Female","D"
"1602","Admitted","Female","D"
"1603","Admitted","Female","D"
"1604","Admitted","Female","D"
"1605","Admitted","Female","D"
"1606","Admitted","Female","D"
"1607","Admitted","Female","D"
"1608","Admitted","Female","D"
"1609","Admitted","Female","D"
"1610","Admitted","Female","D"
"1611","Admitted","Female","D"
"1612","Admitted","Female","D"
"1613","Admitted","Female","D"
"1614","Admitted","Female","D"
"1615","Admitted","Female","D"
"1616","Admitted","Female","D"
"1617","Admitted","Female","D"
"1618","Admitted","Female","D"
"1619","Admitted","Female","D"
"1620","Admitted","Female","D"
"1621","Admitted","Female","D"
"1622","Admitted","Female","D"
"1623","Admitted","Female","D"
"1624","Admitted","Female","D"
"1625","Admitted","Female","D"
"1626","Admitted","Female","D"
"1627","Admitted","Female","D"
"1628","Admitted","Female","D"
"1629","Admitted","Female","D"
"1630","Admitted","Female","D"
"1631","Admitted","Female","D"
"1632","Admitted","Female","D"
"1633","Admitted","Female","D"
"1634","Admitted","Female","D"
"1635","Admitted","Female","D"
"1636","Admitted","Female","D"
"1637","Admitted","Female","D"
"1638","Admitted","Female","E"
"1639","Admitted","Female","E"
"1640","Admitted","Female","E"
"1641","Admitted","Female","E"
"1642","Admitted","Female","E"
"1643","Admitted","Female","E"
"1644","Admitted","Female","E"
"1645","Admitted","Female","E"
"1646","Admitted","Female","E"
"1647","Admitted","Female","E"
"1648","Admitted","Female","E"
"1649","Admitted","Female","E"
"1650","Admitted","Female","E"
"1651","Admitted","Female","E"
"1652","Admitted","Female","E"
"1653","Admitted","Female","E"
"1654","Admitted","Female","E"
"1655","Admitted","Female","E"
"1656","Admitted","Female","E"
"1657","Admitted","Female","E"
"1658","Admitted","Female","E"
"1659","Admitted","Female","E"
"1660","Admitted","Female","E"
"1661","Admitted","Female","E"
"1662","Admitted","Female","E"
"1663","Admitted","Female","E"
"1664","Admitted","Female","E"
"1665","Admitted","Female","E"
"1666","Admitted","Female","E"
"1667","Admitted","Female","E"
"1668","Admitted","Female","E"
"1669","Admitted","Female","E"
"1670","Admitted","Female","E"
"1671","Admitted","Female","E"
"1672","Admitted","Female","E"
"1673","Admitted","Female","E"
"1674","Admitted","Female","E"
"1675","Admitted","Female","E"
"1676","Admitted","Female","E"
"1677","Admitted","Female","E"
"1678","Admitted","Female","E"
"1679","Admitted","Female","E"
"1680","Admitted","Female","E"
"1681","Admitted","Female","E"
"1682","Admitted","Female","E"
"1683","Admitted","Female","E"
"1684","Admitted","Female","E"
"1685","Admitted","Female","E"
"1686","Admitted","Female","E"
"1687","Admitted","Female","E"
"1688","Admitted","Female","E"
"1689","Admitted","Female","E"
"1690","Admitted","Female","E"
"1691","Admitted","Female","E"
"1692","Admitted","Female","E"
"1693","Admitted","Female","E"
"1694","Admitted","Female","E"
"1695","Admitted","Female","E"
"1696","Admitted","Female","E"
"1697","Admitted","Female","E"
"1698","Admitted","Female","E"
"1699","Admitted","Female","E"
"1700","Admitted","Female","E"
"1701","Admitted","Female","E"
"1702","Admitted","Female","E"
"1703","Admitted","Female","E"
"1704","Admitted","Female","E"
"1705","Admitted","Female","E"
"1706","Admitted","Female","E"
"1707","Admitted","Female","E"
"1708","Admitted","Female","E"
"1709","Admitted","Female","E"
"1710","Admitted","Female","E"
"1711","Admitted","Female","E"
"1712","Admitted","Female","E"
"1713","Admitted","Female","E"
"1714","Admitted","Female","E"
"1715","Admitted","Female","E"
"1716","Admitted","Female","E"
"1717","Admitted","Female","E"
"1718","Admitted","Female","E"
"1719","Admitted","Female","E"
"1720","Admitted","Female","E"
"1721","Admitted","Female","E"
"1722","Admitted","Female","E"
"1723","Admitted","Female","E"
"1724","Admitted","Female","E"
"1725","Admitted","Female","E"
"1726","Admitted","Female","E"
"1727","Admitted","Female","E"
"1728","Admitted","Female","E"
"1729","Admitted","Female","E"
"1730","Admitted","Female","E"
"1731","Admitted","Female","E"
"1732","Admitted","Female","F"
"1733","Admitted","Female","F"
"1734","Admitted","Female","F"
"1735","Admitted","Female","F"
"1736","Admitted","Female","F"
"1737","Admitted","Female","F"
"1738","Admitted","Female","F"
"1739","Admitted","Female","F"
"1740","Admitted","Female","F"
"1741","Admitted","Female","F"
"1742","Admitted","Female","F"
"1743","Admitted","Female","F"
"1744","Admitted","Female","F"
"1745","Admitted","Female","F"
"1746","Admitted","Female","F"
"1747","Admitted","Female","F"
"1748","Admitted","Female","F"
"1749","Admitted","Female","F"
"1750","Admitted","Female","F"
"1751","Admitted","Female","F"
"1752","Admitted","Female","F"
"1753","Admitted","Female","F"
"1754","Admitted","Female","F"
"1755","Admitted","Female","F"
"1756","Rejected","Male","A"
"1757","Rejected","Male","A"
"1758","Rejected","Male","A"
"1759","Rejected","Male","A"
"1760","Rejected","Male","A"
"1761","Rejected","Male","A"
"1762","Rejected","Male","A"
"1763","Rejected","Male","A"
"1764","Rejected","Male","A"
"1765","Rejected","Male","A"
"1766","Rejected","Male","A"
"1767","Rejected","Male","A"
"1768","Rejected","Male","A"
"1769","Rejected","Male","A"
"1770","Rejected","Male","A"
"1771","Rejected","Male","A"
"1772","Rejected","Male","A"
"1773","Rejected","Male","A"
"1774","Rejected","Male","A"
"1775","Rejected","Male","A"
"1776","Rejected","Male","A"
"1777","Rejected","Male","A"
"1778","Rejected","Male","A"
"1779","Rejected","Male","A"
"1780","Rejected","Male","A"
"1781","Rejected","Male","A"
"1782","Rejected","Male","A"
"1783","Rejected","Male","A"
"1784","Rejected","Male","A"
"1785","Rejected","Male","A"
"1786","Rejected","Male","A"
"1787","Rejected","Male","A"
"1788","Rejected","Male","A"
"1789","Rejected","Male","A"
"1790","Rejected","Male","A"
"1791","Rejected","Male","A"
"1792","Rejected","Male","A"
"1793","Rejected","Male","A"
"1794","Rejected","Male","A"
"1795","Rejected","Male","A"
"1796","Rejected","Male","A"
"1797","Rejected","Male","A"
"1798","Rejected","Male","A"
"1799","Rejected","Male","A"
"1800","Rejected","Male","A"
"1801","Rejected","Male","A"
"1802","Rejected","Male","A"
"1803","Rejected","Male","A"
"1804","Rejected","Male","A"
"1805","Rejected","Male","A"
"1806","Rejected","Male","A"
"1807","Rejected","Male","A"
"1808","Rejected","Male","A"
"1809","Rejected","Male","A"
"1810","Rejected","Male","A"
"1811","Rejected","Male","A"
"1812","Rejected","Male","A"
"1813","Rejected","Male","A"
"1814","Rejected","Male","A"
"1815","Rejected","Male","A"
"1816","Rejected","Male","A"
"1817","Rejected","Male","A"
"1818","Rejected","Male","A"
"1819","Rejected","Male","A"
"1820","Rejected","Male","A"
"1821","Rejected","Male","A"
"1822","Rejected","Male","A"
"1823","Rejected","Male","A"
"1824","Rejected","Male","A"
"1825","Rejected","Male","A"
"1826","Rejected","Male","A"
"1827","Rejected","Male","A"
"1828","Rejected","Male","A"
"1829","Rejected","Male","A"
"1830","Rejected","Male","A"
"1831","Rejected","Male","A"
"1832","Rejected","Male","A"
"1833","Rejected","Male","A"
"1834","Rejected","Male","A"
"1835","Rejected","Male","A"
"1836","Rejected","Male","A"
"1837","Rejected","Male","A"
"1838","Rejected","Male","A"
"1839","Rejected","Male","A"
"1840","Rejected","Male","A"
"1841","Rejected","Male","A"
"1842","Rejected","Male","A"
"1843","Rejected","Male","A"
"1844","Rejected","Male","A"
"1845","Rejected","Male","A"
"1846","Rejected","Male","A"
"1847","Rejected","Male","A"
"1848","Rejected","Male","A"
"1849","Rejected","Male","A"
"1850","Rejected","Male","A"
"1851","Rejected","Male","A"
"1852","Rejected","Male","A"
"1853","Rejected","Male","A"
"1854","Rejected","Male","A"
"1855","Rejected","Male","A"
"1856","Rejected","Male","A"
"1857","Rejected","Male","A"
"1858","Rejected","Male","A"
"1859","Rejected","Male","A"
"1860","Rejected","Male","A"
"1861","Rejected","Male","A"
"1862","Rejected","Male","A"
"1863","Rejected","Male","A"
"1864","Rejected","Male","A"
"1865","Rejected","Male","A"
"1866","Rejected","Male","A"
"1867","Rejected","Male","A"
"1868","Rejected","Male","A"
"1869","Rejected","Male","A"
"1870","Rejected","Male","A"
"1871","Rejected","Male","A"
"1872","Rejected","Male","A"
"1873","Rejected","Male","A"
"1874","Rejected","Male","A"
"1875","Rejected","Male","A"
"1876","Rejected","Male","A"
"1877","Rejected","Male","A"
"1878","Rejected","Male","A"
"1879","Rejected","Male","A"
"1880","Rejected","Male","A"
"1881","Rejected","Male","A"
"1882","Rejected","Male","A"
"1883","Rejected","Male","A"
"1884","Rejected","Male","A"
"1885","Rejected","Male","A"
"1886","Rejected","Male","A"
"1887","Rejected","Male","A"
"1888","Rejected","Male","A"
"1889","Rejected","Male","A"
"1890","Rejected","Male","A"
"1891","Rejected","Male","A"
"1892","Rejected","Male","A"
"1893","Rejected","Male","A"
"1894","Rejected","Male","A"
"1895","Rejected","Male","A"
"1896","Rejected","Male","A"
"1897","Rejected","Male","A"
"1898","Rejected","Male","A"
"1899","Rejected","Male","A"
"1900","Rejected","Male","A"
"1901","Rejected","Male","A"
"1902","Rejected","Male","A"
"1903","Rejected","Male","A"
"1904","Rejected","Male","A"
"1905","Rejected","Male","A"
"1906","Rejected","Male","A"
"1907","Rejected","Male","A"
"1908","Rejected","Male","A"
"1909","Rejected","Male","A"
"1910","Rejected","Male","A"
"1911","Rejected","Male","A"
"1912","Rejected","Male","A"
"1913","Rejected","Male","A"
"1914","Rejected","Male","A"
"1915","Rejected","Male","A"
"1916","Rejected","Male","A"
"1917","Rejected","Male","A"
"1918","Rejected","Male","A"
"1919","Rejected","Male","A"
"1920","Rejected","Male","A"
"1921","Rejected","Male","A"
"1922","Rejected","Male","A"
"1923","Rejected","Male","A"
"1924","Rejected","Male","A"
"1925","Rejected","Male","A"
"1926","Rejected","Male","A"
"1927","Rejected","Male","A"
"1928","Rejected","Male","A"
"1929","Rejected","Male","A"
